transaction_id,order_id,product_id,transaction_quantity
1529,1363,6,21
1530,4643,65,52
1531,3238,15,7
1532,1894,26,74
1533,745,91,48
1534,4882,52,27
1535,4204,61,24
1536,4544,14,89
1537,586,23,43
1538,2184,100,87
1539,2322,79,14
1540,82,81,92
1541,3165,15,72
1542,4313,18,51
1543,2721,82,11
1544,4988,5,17
1545,689,53,14
1546,1764,17,31
1547,3997,62,78
1548,1434,35,16
1549,1694,99,74
1550,157,4,5
1551,1529,78,76
1552,1902,9,59
1553,3275,100,66
1554,2685,60,90
1555,2565,65,78
1556,4877,28,33
1557,3725,92,85
1558,3221,74,51
1559,4853,66,57
1560,1051,43,89
1561,4802,36,45
1562,4980,36,99
1563,2033,100,19
1564,3364,25,45
1565,105,23,89
1566,410,26,6
1567,150,69,49
1568,2696,14,33
1569,1721,78,16
1570,4466,87,66
1571,891,43,71
1572,3107,23,38
1573,511,41,29
1574,4151,36,9
1575,1047,13,41
1576,2454,17,55
1577,2030,88,65
1578,2896,61,97
1579,4917,68,10
1580,1375,75,98
1581,1198,40,55
1582,2813,11,92
1583,3902,18,42
1584,247,88,12
1585,4883,24,83
1586,4380,59,72
1587,3526,95,75
1588,4120,24,38
1589,4460,92,67
1590,1491,11,65
1591,4373,21,10
1592,3182,10,9
1593,2668,6,49
1594,3986,95,25
1595,4573,94,39
1596,4498,92,62
1597,1578,19,28
1598,2826,72,89
1599,2072,79,17
1600,4552,1,93
1601,2048,1,19
1602,3483,11,83
1603,3396,17,27
1604,2745,84,11
1605,4739,49,65
1606,3590,79,49
1607,738,49,89
1608,361,43,13
1609,820,3,64
1610,1836,48,68
1611,1412,1,89
1612,3434,6,77
1613,3125,51,71
1614,4569,86,40
1615,4101,89,62
1616,4635,46,82
1617,4261,64,81
1618,3759,45,62
1619,4988,42,55
1620,970,38,27
1621,2157,10,9
1622,271,94,47
1623,2746,94,63
1624,416,81,47
1625,406,91,37
1626,3795,68,74
1627,1021,59,13
1628,2951,24,69
1629,4825,6,52
1630,981,44,97
1631,3357,93,60
1632,4114,76,93
1633,3112,51,25
1634,1169,28,16
1635,2107,24,6
1636,2922,71,94
1637,2358,93,60
1638,2886,9,42
1639,4408,77,37
1640,3897,23,54
1641,3172,85,80
1642,3578,38,74
1643,617,96,21
1644,4674,98,45
1645,736,6,17
1646,4321,32,92
1647,2707,98,94
1648,3305,9,45
1649,1823,60,70
1650,1807,33,94
1651,4822,55,27
1652,2272,63,70
1653,1441,66,60
1654,140,59,82
1655,4333,19,26
1656,784,94,40
1657,2696,94,63
1658,4427,91,20
1659,3519,70,76
1660,1528,70,60
1661,3584,34,14
1662,171,57,78
1663,4073,39,30
1664,4252,1,96
1665,793,21,58
1666,70,44,93
1667,1120,98,50
1668,803,15,29
1669,1051,40,84
1670,2545,55,7
1671,4120,67,49
1672,1225,28,9
1673,4587,9,12
1674,843,38,30
1675,1647,20,83
1676,3322,67,34
1677,1256,8,90
1678,752,36,81
1679,4338,51,23
1680,1589,15,16
1681,1755,34,16
1682,2512,72,6
1683,2963,56,84
1684,4061,52,21
1685,3392,17,32
1686,187,25,82
1687,3520,31,44
1688,479,45,36
1689,1456,8,78
1690,3735,48,44
1691,4148,84,86
1692,2610,16,51
1693,1015,92,77
1694,1825,75,41
1695,2547,82,39
1696,765,96,48
1697,3903,61,12
1698,1520,33,40
1699,1373,54,30
1700,740,93,16
1701,1453,6,39
1702,2617,91,28
1703,3549,34,65
1704,4657,52,22
1705,2232,38,54
1706,4576,75,57
1707,1850,56,90
1708,2774,7,95
1709,2339,96,80
1710,3882,30,39
1711,705,88,7
1712,12,46,78
1713,2968,21,41
1714,569,79,6
1715,2042,67,63
1716,1593,7,68
1717,1336,21,60
1718,1118,24,66
1719,4478,17,78
1720,3209,85,48
1721,2937,22,80
1722,2732,46,25
1723,3466,17,10
1724,2300,62,41
1725,4300,3,61
1726,4142,36,88
1727,2100,39,59
1728,1777,72,76
1729,2376,98,55
1730,3798,86,63
1731,2280,50,40
1732,1383,75,11
1733,3032,60,38
1734,3243,70,93
1735,4134,22,8
1736,4980,69,94
1737,4850,40,22
1738,3399,54,52
1739,917,78,81
1740,3122,81,54
1741,3813,93,58
1742,1575,43,16
1743,2774,14,13
1744,682,14,98
1745,1362,24,54
1746,4257,69,29
1747,4144,56,33
1748,595,64,37
1749,2844,18,88
1750,1868,95,51
1751,1750,76,77
1752,329,18,94
1753,4671,9,21
1754,3928,58,81
1755,3753,64,40
1756,4308,17,61
1757,4757,42,40
1758,2780,49,34
1759,3326,27,83
1760,903,99,82
1761,4209,60,15
1762,1356,65,21
1763,4103,46,8
1764,4768,9,26
1765,4517,36,35
1766,4599,14,32
1767,4678,85,15
1768,1216,98,60
1769,2633,82,14
1770,4518,59,95
1771,2946,71,98
1772,3122,18,56
1773,525,94,25
1774,3247,35,33
1775,817,32,51
1776,2489,85,29
1777,2649,88,37
1778,3811,89,16
1779,2094,76,68
1780,430,42,73
1781,552,83,16
1782,4907,74,32
1783,3013,74,45
1784,1735,30,18
1785,1725,98,63
1786,2499,96,5
1787,2763,87,41
1788,4267,90,41
1789,2770,63,80
1790,4207,6,26
1791,4329,41,81
1792,4790,36,98
1793,392,46,59
1794,1868,19,93
1795,3301,87,15
1796,832,98,28
1797,4690,79,7
1798,3208,98,97
1799,4279,39,64
1800,905,6,41
1801,3157,2,49
1802,4108,6,49
1803,1149,32,91
1804,3507,98,73
1805,411,41,77
1806,2161,2,11
1807,2189,85,83
1808,1187,40,25
1809,787,85,61
1810,2663,14,71
1811,3005,44,88
1812,3616,84,50
1813,1606,26,73
1814,1332,57,75
1815,3304,61,61
1816,1265,61,89
1817,4513,2,61
1818,1147,6,38
1819,2683,6,30
1820,4228,89,5
1821,4278,91,14
1822,3888,93,95
1823,571,35,90
1824,966,25,82
1825,4141,85,85
1826,3708,82,30
1827,3171,56,15
1828,386,60,64
1829,1128,1,68
1830,4851,35,10
1831,3982,95,15
1832,77,7,33
1833,1042,57,23
1834,4540,69,67
1835,2357,9,26
1836,3418,20,63
1837,236,68,52
1838,1316,33,84
1839,312,68,71
1840,447,62,78
1841,2019,27,62
1842,694,20,24
1843,2377,77,62
1844,4552,1,55
1845,4489,86,34
1846,3611,85,12
1847,4180,50,16
1848,2736,67,92
1849,2463,1,77
1850,3767,18,28
1851,2098,33,73
1852,4247,49,5
1853,3685,35,31
1854,2964,6,89
1855,1909,39,69
1856,2992,51,86
1857,1507,19,57
1858,3146,57,74
1859,1324,83,12
1860,1133,97,42
1861,1440,39,25
1862,12,89,89
1863,1661,65,35
1864,1231,9,20
1865,4749,98,43
1866,459,4,33
1867,56,45,54
1868,464,45,90
1869,949,51,94
1870,2000,60,20
1871,108,76,53
1872,1505,57,17
1873,3951,2,28
1874,1852,42,42
1875,2415,27,80
1876,1741,89,86
1877,755,60,93
1878,3194,23,17
1879,2655,69,47
1880,3034,14,65
1881,3714,53,32
1882,80,83,11
1883,4316,62,63
1884,65,43,50
1885,37,90,27
1886,3388,1,17
1887,1117,2,90
1888,3500,29,5
1889,235,20,33
1890,212,32,48
1891,2851,21,70
1892,2147,45,22
1893,225,12,30
1894,4865,20,20
1895,870,41,82
1896,131,96,26
1897,1152,58,7
1898,4666,10,19
1899,2682,80,25
1900,1154,34,28
1901,4872,21,39
1902,4904,9,77
1903,877,70,27
1904,2400,80,12
1905,4687,83,57
1906,1721,10,68
1907,1076,61,6
1908,3447,7,77
1909,2838,52,33
1910,2004,3,96
1911,544,14,34
1912,3544,23,63
1913,1585,55,99
1914,1382,3,14
1915,4373,56,65
1916,4780,89,85
1917,1449,48,34
1918,1946,50,53
1919,4039,93,94
1920,4371,42,70
1921,1094,42,38
1922,1892,55,87
1923,3894,29,33
1924,2355,85,53
1925,3349,89,58
1926,3581,72,87
1927,2113,14,75
1928,430,59,40
1929,2656,87,14
1930,593,87,29
1931,1636,38,7
1932,2662,82,32
1933,3410,22,67
1934,3007,21,71
1935,1941,55,84
1936,4729,67,7
1937,3364,78,80
1938,4260,48,32
1939,24,11,20
1940,1850,3,41
1941,4235,7,92
1942,874,80,18
1943,2197,70,55
1944,2406,17,78
1945,4691,79,64
1946,331,43,24
1947,1451,28,91
1948,480,9,41
1949,2511,45,65
1950,350,70,20
1951,2740,61,46
1952,3188,74,64
1953,4128,52,99
1954,1954,36,18
1955,2152,73,73
1956,375,38,71
1957,418,51,27
1958,636,5,91
1959,30,69,80
1960,1929,62,91
1961,647,46,98
1962,3401,47,41
1963,2414,53,29
1964,2211,57,61
1965,203,76,31
1966,3519,21,28
1967,4341,9,87
1968,4711,97,72
1969,922,35,93
1970,4789,21,87
1971,671,52,30
1972,2348,84,36
1973,3555,64,61
1974,4872,5,46
1975,410,43,17
1976,2741,46,55
1977,2869,34,36
1978,2413,80,37
1979,1987,56,52
1980,2487,89,13
1981,3487,37,12
1982,2821,88,31
1983,4681,97,83
1984,2837,56,99
1985,4528,93,45
1986,3298,3,51
1987,4798,7,15
1988,1528,67,80
1989,4773,44,77
1990,2523,24,52
1991,4642,80,22
1992,4565,47,38
1993,2572,92,40
1994,2795,52,37
1995,2454,68,54
1996,1116,44,15
1997,4747,94,83
1998,2317,62,9
1999,1713,3,69
2000,1399,87,42
2001,627,65,39
2002,2051,53,58
2003,2508,64,89
2004,391,56,74
2005,3938,58,20
2006,216,45,18
2007,1247,65,75
2008,2238,98,51
2009,704,80,72
2010,4345,59,49
2011,3115,7,56
2012,3801,66,18
2013,1924,1,18
2014,1109,86,12
2015,2432,18,95
2016,4940,7,55
2017,1974,63,31
2018,684,57,81
2019,4171,77,52
2020,4185,10,66
2021,2048,15,28
2022,1211,71,7
2023,1355,96,56
2024,3274,66,88
2025,1318,95,88
2026,588,53,96
2027,3604,97,14
2028,2533,25,41
2029,822,100,87
2030,4669,76,37
2031,3503,21,22
2032,507,67,10
2033,4254,57,35
2034,29,77,35
2035,1960,18,58
2036,2759,21,6
2037,1411,97,65
2038,2276,66,78
2039,521,66,17
2040,3332,99,62
2041,2257,72,59
2042,2505,51,77
2043,3831,62,43
2044,280,24,60
2045,245,66,67
2046,1308,50,95
2047,2107,87,65
2048,4161,14,16
2049,3872,41,54
2050,659,11,73
2051,885,67,10
2052,2637,48,50
2053,1789,67,38
2054,3713,32,93
2055,1453,49,81
2056,2940,36,98
2057,3067,28,69
2058,2103,90,96
2059,4869,11,74
2060,4202,43,50
2061,4826,89,87
2062,2606,31,55
2063,4445,59,39
2064,1814,11,68
2065,4536,46,22
2066,4837,4,18
2067,144,7,90
2068,3613,58,79
2069,1674,10,72
2070,1959,44,22
2071,3566,2,55
2072,1614,74,81
2073,3867,50,53
2074,1150,90,71
2075,2660,81,22
2076,3097,8,33
2077,1866,2,21
2078,4377,60,9
2079,4569,65,37
2080,4899,88,54
2081,832,48,86
2082,1851,47,76
2083,2582,27,23
2084,3321,51,61
2085,280,51,75
2086,1134,85,71
2087,2704,44,61
2088,422,25,87
2089,2143,43,61
2090,3719,71,21
2091,2527,85,28
2092,4839,48,30
2093,4094,6,59
2094,2978,53,49
2095,2889,72,92
2096,4556,29,88
2097,3744,55,49
2098,4459,9,36
2099,2294,33,99
2100,3102,15,70
2101,2175,82,29
2102,4362,29,91
2103,1152,70,38
2104,2742,94,88
2105,3666,46,35
2106,1043,46,95
2107,1865,20,39
2108,1665,79,89
2109,4258,46,86
2110,1118,89,21
2111,2915,72,52
2112,1023,79,63
2113,978,91,96
2114,4428,32,94
2115,4582,14,39
2116,1528,95,11
2117,4934,7,35
2118,1292,61,61
2119,1947,54,86
2120,4009,99,82
2121,2074,3,53
2122,3432,38,57
2123,4154,2,7
2124,3074,2,31
2125,2614,23,60
2126,3838,49,29
2127,2132,43,33
2128,4131,11,77
2129,4487,79,81
2130,4860,22,42
2131,1046,54,74
2132,2982,40,6
2133,4051,92,45
2134,2897,88,87
2135,1223,63,47
2136,4560,63,90
2137,1136,1,69
2138,4714,8,85
2139,3002,12,46
2140,770,4,44
2141,2481,84,93
2142,2479,33,32
2143,3382,52,82
2144,4639,72,33
2145,3362,9,63
2146,2888,11,70
2147,2351,86,27
2148,4725,78,82
2149,3631,95,19
2150,964,94,94
2151,4762,27,37
2152,4850,9,75
2153,2025,84,22
2154,2858,63,44
2155,4439,23,9
2156,2625,48,31
2157,4926,43,99
2158,2494,11,13
2159,917,27,19
2160,2152,27,61
2161,4655,26,95
2162,93,69,22
2163,3150,39,89
2164,2950,19,33
2165,3091,96,48
2166,327,57,8
2167,1350,80,69
2168,1367,45,17
2169,4879,91,88
2170,4557,60,67
2171,44,3,60
2172,1436,26,68
2173,1324,34,63
2174,1924,2,89
2175,18,54,14
2176,48,13,45
2177,3504,66,54
2178,2848,76,72
2179,272,2,18
2180,2316,68,92
2181,2562,19,23
2182,2839,32,65
2183,103,11,76
2184,2104,66,49
2185,2822,64,53
2186,2322,1,48
2187,1842,13,91
2188,3260,85,60
2189,1618,27,48
2190,2363,91,57
2191,2002,66,58
2192,541,56,27
2193,16,57,71
2194,3685,37,59
2195,352,40,74
2196,3778,52,84
2197,2319,55,12
2198,2097,17,95
2199,917,61,27
2200,1673,54,39
2201,55,98,97
2202,2132,30,9
2203,3699,63,60
2204,4771,85,78
2205,4696,42,85
2206,1111,91,65
2207,90,72,31
2208,2410,49,42
2209,4016,30,50
2210,1295,47,73
2211,4793,73,16
2212,3753,30,66
2213,1719,80,23
2214,3665,61,92
2215,4538,81,21
2216,3289,95,18
2217,338,10,8
2218,1139,94,17
2219,1759,28,54
2220,4718,96,76
2221,751,6,97
2222,2434,86,31
2223,1913,13,96
2224,1085,81,13
2225,3527,13,34
2226,2284,57,62
2227,4585,29,64
2228,2598,74,53
2229,2589,26,20
2230,131,37,11
2231,4821,37,76
2232,441,37,76
2233,1822,47,41
2234,3081,44,25
2235,2026,61,45
2236,1888,82,53
2237,4796,25,89
2238,223,88,38
2239,688,20,40
2240,2791,79,91
2241,593,28,63
2242,2438,88,18
2243,2597,15,51
2244,4087,42,72
2245,1138,17,79
2246,4240,94,37
2247,2505,29,5
2248,3104,77,13
2249,2010,65,67
2250,4118,40,40
2251,3665,92,71
2252,1187,85,15
2253,650,84,53
2254,2442,9,36
2255,3422,70,50
2256,1823,8,88
2257,4473,95,67
2258,1977,3,88
2259,1583,100,11
2260,3167,73,61
2261,2486,17,88
2262,4398,17,64
2263,2933,8,65
2264,685,59,86
2265,491,65,67
2266,4178,87,31
2267,2856,50,7
2268,1785,38,93
2269,190,58,94
2270,2166,58,45
2271,1722,78,89
2272,2906,43,79
2273,4199,72,56
2274,220,58,23
2275,1787,6,66
2276,4642,38,76
2277,2847,44,9
2278,421,14,38
2279,988,36,12
2280,2260,24,46
2281,4473,59,7
2282,1407,15,67
2283,3638,42,47
2284,826,64,33
2285,2672,70,30
2286,2113,22,61
2287,1785,27,30
2288,445,91,91
2289,1164,11,54
2290,2391,45,58
2291,2522,26,98
2292,1961,8,67
2293,1396,64,95
2294,3806,59,67
2295,4293,51,66
2296,1462,86,66
2297,4153,43,93
2298,1135,74,24
2299,330,93,46
2300,3396,14,28
2301,3968,64,58
2302,4247,13,17
2303,4381,80,83
2304,2565,60,46
2305,4949,37,54
2306,2645,62,33
2307,2751,74,61
2308,1118,71,44
2309,3060,45,94
2310,3509,53,78
2311,4549,86,81
2312,4847,40,18
2313,2564,23,42
2314,1971,77,96
2315,587,37,77
2316,4981,91,46
2317,1805,36,67
2318,3520,89,45
2319,1113,9,38
2320,3913,2,5
2321,3479,48,20
2322,2313,24,43
2323,211,47,40
2324,2809,31,24
2325,512,7,43
2326,2291,11,82
2327,2997,70,41
2328,1715,86,69
2329,1808,44,45
2330,906,69,15
2331,3310,66,44
2332,2227,41,23
2333,2444,47,49
2334,3294,61,43
2335,4528,51,8
2336,282,77,83
2337,2634,68,87
2338,2017,85,86
2339,3251,56,10
2340,2364,15,78
2341,2100,76,56
2342,2266,73,84
2343,980,14,79
2344,4581,99,43
2345,3775,36,35
2346,1054,7,10
2347,3386,73,80
2348,1255,79,27
2349,1508,97,92
2350,1758,82,30
2351,2197,34,26
2352,4151,82,76
2353,2425,93,54
2354,892,83,22
2355,4417,21,99
2356,3330,6,79
2357,4784,90,6
2358,3187,95,78
2359,2812,34,13
2360,4105,99,10
2361,176,47,79
2362,1558,32,98
2363,4015,14,51
2364,4563,80,61
2365,4094,58,64
2366,205,69,37
2367,3806,54,18
2368,4531,90,26
2369,136,31,31
2370,1176,80,13
2371,2543,27,34
2372,2070,79,63
2373,1167,62,71
2374,4414,69,28
2375,2970,95,7
2376,3923,24,90
2377,1861,53,64
2378,4592,33,96
2379,2658,59,30
2380,3264,91,69
2381,1351,72,24
2382,290,77,8
2383,1431,49,50
2384,1789,100,71
2385,1901,13,72
2386,3864,98,70
2387,2904,82,78
2388,1000,47,58
2389,2544,9,95
2390,2063,52,8
2391,1450,70,68
2392,1049,30,36
2393,884,84,43
2394,3908,81,33
2395,4102,12,9
2396,1856,22,55
2397,3659,94,68
2398,413,9,14
2399,23,73,45
2400,618,54,21
2401,1279,72,83
2402,4154,74,95
2403,4575,47,88
2404,4769,9,51
2405,4893,38,89
2406,3653,82,80
2407,834,1,54
2408,3328,94,15
2409,355,44,26
2410,1943,36,76
2411,4334,90,49
2412,1898,24,5
2413,2650,59,83
2414,1023,32,50
2415,3754,71,80
2416,2364,29,53
2417,4253,69,77
2418,1406,53,60
2419,4626,76,33
2420,757,82,83
2421,505,2,92
2422,1730,72,56
2423,3552,55,71
2424,4562,41,59
2425,4422,88,42
2426,4744,23,64
2427,110,25,64
2428,1731,100,61
2429,2915,55,64
2430,3271,4,17
2431,4761,52,53
2432,2035,59,44
2433,4453,56,11
2434,2379,56,17
2435,2332,97,43
2436,4127,97,17
2437,4707,67,8
2438,1177,29,85
2439,4923,76,93
2440,1600,75,37
2441,4359,48,45
2442,4461,47,8
2443,940,56,20
2444,4199,84,20
2445,2680,13,76
2446,3387,88,76
2447,4642,50,62
2448,4363,42,31
2449,4495,50,11
2450,3673,68,47
2451,1930,100,95
2452,1961,56,52
2453,1667,56,55
2454,4340,88,25
2455,2771,67,67
2456,1961,64,97
2457,3067,86,87
2458,4769,3,36
2459,150,28,17
2460,3385,62,97
2461,1707,4,75
2462,3955,70,35
2463,4049,67,57
2464,684,79,78
2465,856,16,47
2466,4982,33,18
2467,476,13,7
2468,4824,49,67
2469,1407,61,49
2470,2746,59,25
2471,801,9,95
2472,3553,72,34
2473,791,44,92
2474,3128,99,82
2475,1381,78,66
2476,4590,57,68
2477,1654,77,72
2478,4895,54,95
2479,1534,38,40
2480,2057,98,98
2481,2265,93,92
2482,1705,77,96
2483,4133,56,84
2484,112,34,19
2485,4522,50,8
2486,3645,100,81
2487,3706,98,58
2488,4288,93,89
2489,3244,3,46
2490,1946,31,48
2491,4530,48,83
2492,2146,5,17
2493,3131,88,87
2494,760,15,79
2495,3662,37,59
2496,3956,69,12
2497,1032,83,83
2498,4304,84,76
2499,2452,52,91
2500,1533,82,96
2501,4404,25,11
2502,1888,55,91
2503,1691,2,30
2504,2230,63,59
2505,4933,54,79
2506,858,33,82
2507,2419,67,68
2508,3290,38,82
2509,159,74,34
2510,2802,16,12
2511,4812,6,47
2512,2937,7,69
2513,3357,29,65
2514,1398,36,55
2515,819,37,99
2516,2825,62,64
2517,2630,73,50
2518,4646,56,57
2519,4594,51,97
2520,2507,66,24
2521,2864,71,87
2522,4417,80,44
2523,3829,64,24
2524,1136,8,9
2525,4500,54,36
2526,4853,10,25
2527,2075,81,47
2528,1678,83,77
2529,1643,12,15
2530,3859,86,47
2531,1098,97,49
2532,1052,18,26
2533,3849,10,13
2534,3511,18,60
2535,376,9,40
2536,3811,44,72
2537,4303,28,14
2538,1362,82,50
2539,2634,42,51
2540,3797,66,53
2541,3064,93,26
2542,874,87,95
2543,456,21,78
2544,2063,100,44
2545,2019,42,52
2546,1907,18,10
2547,2180,10,83
2548,4325,32,21
2549,2654,33,24
2550,1552,32,54
2551,3938,12,71
2552,3174,32,21
2553,594,16,58
2554,481,57,7
2555,401,84,14
2556,230,30,44
2557,692,20,76
2558,3552,26,53
2559,1662,44,92
2560,3608,86,53
2561,1422,91,44
2562,301,65,46
2563,2744,82,17
2564,3032,1,81
2565,2903,74,81
2566,2387,42,77
2567,3353,15,38
2568,2637,44,34
2569,4736,73,53
2570,2663,45,37
2571,524,76,79
2572,1281,46,93
2573,3136,84,58
2574,528,22,98
2575,1599,13,69
2576,2921,3,73
2577,1532,3,92
2578,1626,5,21
2579,3490,74,85
2580,4458,45,74
2581,347,21,49
2582,3468,85,71
2583,1336,64,61
2584,203,61,20
2585,278,47,56
2586,345,86,96
2587,4642,35,9
2588,3594,56,51
2589,430,89,98
2590,2724,39,87
2591,2155,49,40
2592,3006,33,98
2593,108,39,94
2594,3820,21,21
2595,4783,20,79
2596,3458,15,28
2597,1259,66,72
2598,4446,27,9
2599,1595,10,50
2600,2272,77,12
2601,1605,57,60
2602,4527,29,95
2603,2168,45,5
2604,3565,5,88
2605,2116,90,33
2606,2216,33,63
2607,4488,65,75
2608,1813,3,5
2609,4953,55,26
2610,1945,50,53
2611,1314,78,84
2612,3507,35,68
2613,1866,48,19
2614,1053,83,26
2615,2478,37,66
2616,3042,17,92
2617,3008,57,92
2618,574,54,68
2619,4551,36,16
2620,4566,49,44
2621,409,42,9
2622,2098,24,37
2623,952,98,64
2624,2064,63,70
2625,2188,67,68
2626,1327,87,30
2627,595,95,47
2628,1368,94,88
2629,4614,9,84
2630,2383,83,14
2631,4088,99,83
2632,1056,17,79
2633,2160,57,25
2634,3961,98,78
2635,2293,23,10
2636,3903,32,88
2637,3427,52,13
2638,2836,92,20
2639,3677,5,63
2640,922,67,84
2641,3780,90,89
2642,1287,27,15
2643,2581,86,43
2644,1547,100,79
2645,1794,25,68
2646,1064,70,16
2647,3790,1,40
2648,3767,59,39
2649,1016,100,84
2650,4087,62,48
2651,2629,3,14
2652,4842,21,87
2653,4225,89,38
2654,2783,14,54
2655,3317,41,35
2656,3430,75,75
2657,3805,95,68
2658,4106,84,18
2659,4224,75,13
2660,2258,20,76
2661,3775,55,39
2662,308,60,29
2663,886,64,8
2664,4520,28,26
2665,2641,35,50
2666,2042,34,8
2667,4377,13,94
2668,763,91,48
2669,3047,36,60
2670,2349,78,44
2671,3510,35,70
2672,2581,49,23
2673,1034,98,92
2674,1440,73,16
2675,3208,57,38
2676,56,27,98
2677,3415,29,96
2678,4096,29,40
2679,4577,52,88
2680,4627,81,82
2681,558,74,35
2682,4747,41,60
2683,608,69,80
2684,1159,6,18
2685,2540,70,90
2686,4093,20,46
2687,116,67,8
2688,362,99,35
2689,2823,33,31
2690,1766,84,55
2691,358,55,40
2692,2480,38,56
2693,2963,49,75
2694,3344,69,70
2695,4850,5,37
2696,1245,51,87
2697,774,74,38
2698,2696,72,86
2699,3469,1,6
2700,4284,67,78
2701,997,4,60
2702,1713,73,73
2703,1300,7,44
2704,4001,100,13
2705,691,31,11
2706,3627,85,13
2707,4040,43,46
2708,1717,51,50
2709,747,91,92
2710,1165,43,69
2711,4205,38,12
2712,4449,39,21
2713,3012,80,18
2714,22,3,82
2715,1371,58,49
2716,4868,22,26
2717,119,45,52
2718,299,49,37
2719,486,13,96
2720,463,16,78
2721,4918,12,30
2722,1943,22,83
2723,2965,2,56
2724,2952,78,72
2725,1227,18,82
2726,1739,38,23
2727,4109,38,17
2728,1506,90,38
2729,1951,77,44
2730,559,14,68
2731,3030,56,63
2732,1267,98,22
2733,2767,4,34
2734,2882,49,70
2735,3518,49,77
2736,2500,37,99
2737,1319,38,46
2738,3932,35,90
2739,1980,38,38
2740,1681,11,94
2741,4342,35,59
2742,2346,94,30
2743,1743,98,5
2744,3426,29,9
2745,4729,47,54
2746,3233,30,56
2747,2886,55,79
2748,2470,95,30
2749,658,39,38
2750,969,65,9
2751,4790,94,31
2752,1108,65,55
2753,1850,80,52
2754,2702,65,98
2755,3382,16,47
2756,355,7,81
2757,4498,7,61
2758,2560,9,8
2759,2963,33,44
2760,1090,47,35
2761,3335,39,91
2762,3449,35,15
2763,4364,1,38
2764,4859,49,21
2765,4266,100,70
2766,4813,21,43
2767,3043,78,20
2768,3166,52,39
2769,2367,56,93
2770,4884,88,85
2771,4450,13,77
2772,3363,27,71
2773,4649,31,47
2774,4175,30,83
2775,1689,48,12
2776,4196,88,61
2777,3526,80,47
2778,4060,46,90
2779,3648,8,74
2780,3614,57,6
2781,2369,21,79
2782,3656,4,37
2783,2491,96,77
2784,67,59,11
2785,4181,1,14
2786,2399,37,55
2787,3047,8,52
2788,2128,28,34
2789,2132,19,81
2790,2690,92,23
2791,1730,47,32
2792,1875,35,25
2793,995,83,73
2794,560,1,16
2795,3747,94,85
2796,4916,94,44
2797,4550,29,9
2798,1457,16,54
2799,4866,44,52
2800,779,67,84
2801,2836,50,97
2802,585,72,90
2803,4460,7,91
2804,196,69,12
2805,1931,26,86
2806,2424,47,10
2807,4995,81,64
2808,2848,76,62
2809,3549,69,21
2810,1585,31,29
2811,3886,25,38
2812,3431,7,87
2813,1030,55,17
2814,4412,56,85
2815,1006,97,68
2816,4815,88,14
2817,1411,84,39
2818,4290,39,60
2819,2200,39,94
2820,4984,59,30
2821,2376,69,63
2822,3610,77,36
2823,826,82,41
2824,263,63,81
2825,1269,9,17
2826,99,34,87
2827,3276,74,44
2828,1197,40,79
2829,2417,37,75
2830,1080,83,65
2831,628,1,30
2832,4900,17,12
2833,2992,72,13
2834,2291,51,53
2835,3098,56,42
2836,939,50,50
2837,2236,51,6
2838,2345,83,72
2839,1074,5,76
2840,3150,26,28
2841,1627,11,92
2842,2381,97,7
2843,721,46,86
2844,4688,86,20
2845,4687,99,19
2846,3350,53,80
2847,413,15,22
2848,2058,31,58
2849,538,75,37
2850,3928,72,60
2851,2822,81,66
2852,3707,28,42
2853,57,53,9
2854,2887,33,20
2855,683,40,75
2856,2218,57,75
2857,4974,24,62
2858,4069,62,91
2859,2653,71,22
2860,3847,13,85
2861,3380,5,72
2862,14,19,69
2863,2447,79,99
2864,4017,21,36
2865,851,57,36
2866,2595,36,24
2867,4658,71,82
2868,3204,30,50
2869,1119,11,99
2870,2011,91,72
2871,435,3,59
2872,4775,87,95
2873,3406,18,74
2874,2686,47,59
2875,2584,98,59
2876,3146,29,69
2877,3556,51,81
2878,1853,67,50
2879,1326,42,53
2880,686,73,10
2881,2763,19,18
2882,3441,13,80
2883,583,82,49
2884,4986,54,84
2885,1391,29,37
2886,1328,19,44
2887,4834,80,56
2888,1497,61,56
2889,998,1,64
2890,2345,45,97
2891,4198,5,37
2892,3633,78,75
2893,1476,47,15
2894,3112,76,96
2895,3847,28,89
2896,3173,60,97
2897,4016,8,81
2898,4620,54,50
2899,1160,25,77
2900,2152,12,7
2901,4754,27,97
2902,1162,100,50
2903,1737,64,45
2904,2769,16,49
2905,845,77,22
2906,4057,79,79
2907,2921,71,11
2908,1926,19,7
2909,3326,16,93
2910,4986,47,35
2911,4416,85,33
2912,47,82,67
2913,2521,73,96
2914,632,93,91
2915,660,15,17
2916,2368,34,73
2917,2132,54,24
2918,2296,96,94
2919,2490,12,55
2920,2568,54,28
2921,484,10,47
2922,452,33,50
2923,2790,86,19
2924,2443,11,96
2925,1499,98,89
2926,1831,10,21
2927,2131,29,42
2928,3289,3,32
2929,2512,14,92
2930,2314,12,29
2931,2695,79,12
2932,2622,90,24
2933,840,1,55
2934,1476,89,72
2935,3444,72,51
2936,3438,19,43
2937,2600,52,63
2938,911,2,54
2939,3604,64,73
2940,3448,5,69
2941,4291,39,40
2942,3826,38,55
2943,2027,83,84
2944,1998,57,79
2945,1433,10,93
2946,545,82,69
2947,4711,85,97
2948,2374,14,44
2949,812,48,51
2950,952,27,36
2951,1052,58,45
